순위,영화명,매출액,누적매출액,관객수,누적관객수,스크린수,개별배급사,등급,개별장르,개별감독,개별배우,월,년,개별배급사_index,등급_index,개별장르_index,개별감독_index,개별배우_index,일_index
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,신문성,4,2019,6,3,1,11,97,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,이봉련,4,2019,6,3,1,11,98,1
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,김래원,6,2019,7,0,3,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,김래원,6,2019,7,0,1,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,김래원,6,2019,8,0,3,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,김래원,6,2019,8,0,1,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,원진아,6,2019,7,0,3,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,원진아,6,2019,7,0,1,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,원진아,6,2019,8,0,3,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,원진아,6,2019,8,0,1,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,진선규,6,2019,7,0,3,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,진선규,6,2019,7,0,1,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,진선규,6,2019,8,0,3,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,진선규,6,2019,8,0,1,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,최귀화,6,2019,7,0,3,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,최귀화,6,2019,7,0,1,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,최귀화,6,2019,8,0,3,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,최귀화,6,2019,8,0,1,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,최무성,6,2019,7,0,3,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,최무성,6,2019,7,0,1,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,최무성,6,2019,8,0,3,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,최무성,6,2019,8,0,1,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,주진모,6,2019,7,0,3,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,주진모,6,2019,7,0,1,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,주진모,6,2019,8,0,3,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,주진모,6,2019,8,0,1,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,장지건,6,2019,7,0,3,12,103,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,장지건,6,2019,7,0,1,12,103,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,장지건,6,2019,8,0,3,12,103,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,장지건,6,2019,8,0,1,12,103,3
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,송강호,7,2019,7,3,7,13,5,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,박해일,7,2019,7,3,7,13,104,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,전미선,7,2019,7,3,7,13,105,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,최덕문,7,2019,7,3,7,13,106,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,남문철,7,2019,7,3,7,13,107,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,정해균,7,2019,7,3,7,13,108,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,박동혁,7,2019,7,3,7,13,109,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,정인겸,7,2019,7,3,7,13,110,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,김준한,7,2019,7,3,7,13,111,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,차래형,7,2019,7,3,7,13,112,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,윤정일,7,2019,7,3,7,13,113,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,탕준상,7,2019,7,3,7,13,96,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,금새록,7,2019,7,3,7,13,114,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,임성재,7,2019,7,3,7,13,115,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,오현경,7,2019,7,3,7,13,116,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,정수지,7,2019,7,3,7,13,72,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,지웅배,7,2019,7,3,7,13,117,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,이선,4,2019,6,3,8,14,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,이선,4,2019,6,3,9,14,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,이선,4,2019,6,3,8,15,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,이선,4,2019,6,3,9,15,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,이미자,4,2019,6,3,8,14,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,이미자,4,2019,6,3,9,14,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,이미자,4,2019,6,3,8,15,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,이미자,4,2019,6,3,9,15,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,김현지,4,2019,6,3,8,14,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,김현지,4,2019,6,3,9,14,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,김현지,4,2019,6,3,8,15,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,김현지,4,2019,6,3,9,15,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,홍소영,4,2019,6,3,8,14,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,홍소영,4,2019,6,3,9,14,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,홍소영,4,2019,6,3,8,15,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,홍소영,4,2019,6,3,9,15,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,정미숙,4,2019,6,3,8,14,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,정미숙,4,2019,6,3,9,14,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,정미숙,4,2019,6,3,8,15,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,정미숙,4,2019,6,3,9,15,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,김서영,4,2019,6,3,8,14,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,김서영,4,2019,6,3,9,14,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,김서영,4,2019,6,3,8,15,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,김서영,4,2019,6,3,9,15,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,김환진,4,2019,6,3,8,14,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,김환진,4,2019,6,3,9,14,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,김환진,4,2019,6,3,8,15,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,김환진,4,2019,6,3,9,15,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,남도형,4,2019,6,3,8,14,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,남도형,4,2019,6,3,9,14,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,남도형,4,2019,6,3,8,15,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,남도형,4,2019,6,3,9,15,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,정승욱,4,2019,6,3,8,14,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,정승욱,4,2019,6,3,9,14,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,정승욱,4,2019,6,3,8,15,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,정승욱,4,2019,6,3,9,15,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,이장원,4,2019,6,3,8,14,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,이장원,4,2019,6,3,9,14,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,이장원,4,2019,6,3,8,15,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,이장원,4,2019,6,3,9,15,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,황창영,4,2019,6,3,8,14,128,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,황창영,4,2019,6,3,9,14,128,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,황창영,4,2019,6,3,8,15,128,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,황창영,4,2019,6,3,9,15,128,4
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,이지현,1,2019,6,3,8,16,129,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,이지현,1,2019,6,3,8,17,129,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,김용준,1,2019,6,3,8,16,130,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,김용준,1,2019,6,3,8,17,130,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,양정화,1,2019,6,3,8,16,131,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,양정화,1,2019,6,3,8,17,131,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,사문영,1,2019,6,3,8,16,132,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,사문영,1,2019,6,3,8,17,132,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,홍범기,1,2019,6,3,8,16,133,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,홍범기,1,2019,6,3,8,17,133,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,이현,1,2019,6,3,8,16,134,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,이현,1,2019,6,3,8,17,134,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,시영준,1,2019,6,3,8,16,135,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,시영준,1,2019,6,3,8,17,135,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,엄상현,1,2019,6,3,8,16,136,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,엄상현,1,2019,6,3,8,17,136,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,임정길,1,2019,6,3,8,16,137,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,임정길,1,2019,6,3,8,17,137,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,서윤선,1,2019,6,3,8,16,138,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,서윤선,1,2019,6,3,8,17,138,5
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,김서영,1,2019,6,3,8,16,123,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,김서영,1,2019,6,3,8,19,123,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,엄상현,1,2019,6,3,8,16,136,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,엄상현,1,2019,6,3,8,19,136,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,안현서,1,2019,6,3,8,16,142,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,안현서,1,2019,6,3,8,19,142,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,김장,1,2019,6,3,8,16,143,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,김장,1,2019,6,3,8,19,143,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,홍범기,1,2019,6,3,8,16,133,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,홍범기,1,2019,6,3,8,19,133,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,양정화,1,2019,6,3,8,16,131,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,양정화,1,2019,6,3,8,19,131,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,여민정,1,2019,6,3,8,16,144,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,여민정,1,2019,6,3,8,19,144,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,이장원,1,2019,6,3,8,16,127,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,이장원,1,2019,6,3,8,19,127,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,한신,1,2019,6,3,8,16,145,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,한신,1,2019,6,3,8,19,145,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,서유리,1,2019,6,3,8,16,146,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,서유리,1,2019,6,3,8,19,146,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,정선혜,1,2019,6,3,8,16,147,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,정선혜,1,2019,6,3,8,19,147,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,소정환,1,2019,6,3,8,16,148,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,소정환,1,2019,6,3,8,19,148,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,김은아,1,2019,6,3,8,16,149,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,김은아,1,2019,6,3,8,19,149,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,민승우,1,2019,6,3,8,16,150,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,민승우,1,2019,6,3,8,19,150,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,심규혁,1,2019,6,3,8,16,151,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,심규혁,1,2019,6,3,8,19,151,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,정혜원,1,2019,6,3,8,16,152,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,유재운,정혜원,1,2019,6,3,8,19,152,2
18,극장판 공룡메카드: 타이니소어의 섬,3140214420,3141492420,410131,410273,763,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,홍진욱,1,2019,6,3,8,16,153,2
